"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"
"CHEMBL307238"	""	"None"	"456.46"	"1"	"0.89"	"4"	"Cc1[nH]c2nc(N)nc(O)c2c1CNCc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1"	"IC50"	""	""	"nM"	""	""	"Not Determined"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL809258"	"Compound was evaluated for the inhibition at a given concentration against recombinant human Thymidylate synthase; not determined"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1132250"	"1"	"Scientific Literature"	"J Med Chem"	"1999"	"None"	""	""	""
"CHEMBL422395"	""	"None"	"477.48"	"0"	"1.19"	"1 (PDDF)"	"C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1"	"IC50"	"'='"	"10.0"	"nM"	"8.00"	""	""	"UO_0000065"	"16.75"	"0.31"	"6.81"	"4.48"	"1"	"CHEMBL815507"	"Compound was evaluated for the inhibition of human Thymidylate Synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125864"	"1"	"Scientific Literature"	"J Med Chem"	"1991"	"None"	""	""	""
"CHEMBL389051"	""	"None"	"477.48"	"0"	"1.19"	"15"	"C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	"IC50"	"'='"	"20.0"	"nM"	"7.70"	""	""	"UO_0000065"	"16.12"	"0.30"	"6.51"	"4.31"	"0"	"CHEMBL809251"	"Inhibitory activity against thymidylate synthase (TS)"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126944"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL160215"	""	"None"	"461.97"	"1"	"5.10"	"7c"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2)c(Cl)c1"	"Ki"	"'='"	"130.0"	"nM"	"6.89"	""	""	"UO_0000065"	"14.91"	"0.29"	"1.79"	"9.52"	"0"	"CHEMBL814563"	"Binding affinity against recombinant thymidylate synthase in Escherichia coli"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129952"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"None"	""	""	""
"CHEMBL351499"	""	"None"	"464.59"	"0"	"3.41"	"5"	"CC(C)N(Cc1ccc(S(=O)(=O)N2CCNCC2)cc1)c1ccc2c3c(cccc13)C(=O)N2"	"Kis"	"'='"	"11.0"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809247"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL161083"	""	"None"	"482.63"	"0"	"3.57"	"20"	"CSc1ccc2c3c(ccc(N(C)Cc4ccc(S(=O)(=O)N5CCOCC5)cc4)c13)N=C2N"	"Kii"	"'='"	"0.11"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809246"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL9728"	""	"None"	"450.56"	"0"	"3.03"	"3"	"CCN(Cc1ccc(S(=O)(=O)N2CCNCC2)cc1)c1ccc2c3c(cccc13)C(=O)N2"	"Kii"	"'='"	"1.6"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809246"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL348979"	""	"None"	"477.48"	"0"	"0.88"	"4"	"C#CCN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1"	"IC50"	"'='"	"1260.0"	"nM"	"5.90"	""	""	"UO_0000065"	"12.36"	"0.23"	"5.02"	"2.98"	"0"	"CHEMBL809254"	"Ability to inhibit thymidylate synthase derived from human leukemia K562 cells"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"K562"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1123717"	"1"	"Scientific Literature"	"J Med Chem"	"1987"	"CHEMBL3308378"	""	""	""
"CHEMBL420280"	""	"None"	"480.45"	"0"	"1.75"	"34"	"C#CCN(Cc1ccc2nc[nH]c(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(F)c1"	"IC50"	"'='"	"57.54"	"nM"	"7.24"	""	""	"UO_0000065"	"15.07"	"0.28"	"5.49"	"4.74"	"0"	"CHEMBL1106435"	"Inhibition of thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157058"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2010"	"None"	""	""	""
"CHEMBL169981"	""	"None"	"494.48"	"0"	"2.06"	"35"	"C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(F)c1"	"IC50"	"'='"	"19.95"	"nM"	"7.70"	""	""	"UO_0000065"	"15.57"	"0.29"	"5.64"	"5.04"	"0"	"CHEMBL1106435"	"Inhibition of thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157058"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2010"	"None"	""	""	""
"CHEMBL104856"	""	"None"	"484.48"	"0"	"2.44"	"50"	"CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(F)c1"	"IC50"	"'='"	"44.67"	"nM"	"7.35"	""	""	"UO_0000065"	"15.17"	"0.29"	"4.91"	"4.81"	"0"	"CHEMBL1106435"	"Inhibition of thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157058"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2010"	"None"	""	""	""
"CHEMBL320108"	""	"None"	"496.50"	"0"	"2.61"	"51"	"C=CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(F)c1"	"IC50"	"'='"	"75.86"	"nM"	"7.12"	""	""	"UO_0000065"	"14.34"	"0.27"	"4.51"	"4.66"	"0"	"CHEMBL1106435"	"Inhibition of thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157058"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2010"	"None"	""	""	""
"CHEMBL41445"	""	"None"	"479.49"	"0"	"1.87"	"103"	"C=CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)nc1"	"IC50"	"'='"	"758.58"	"nM"	"6.12"	""	""	"UO_0000065"	"12.76"	"0.24"	"4.25"	"3.70"	"0"	"CHEMBL1106435"	"Inhibition of thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157058"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2010"	"None"	""	""	""
"CHEMBL290930"	""	"None"	"453.46"	"0"	"1.31"	"105"	"Cc1nc2ccc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cn3)cc2c(=O)[nH]1"	"IC50"	"'='"	"4265.8"	"nM"	"5.37"	""	""	"UO_0000065"	"11.84"	"0.22"	"4.06"	"3.24"	"0"	"CHEMBL1106435"	"Inhibition of thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157058"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2010"	"None"	""	""	""
"CHEMBL172176"	""	"None"	"449.60"	"1"	"5.07"	"3i"	"CSc1nc2cc3c(cc2[nH]1)N(Cc1ccc(S(=O)(=O)c2ccccc2)cc1)CCC3"	"Ki"	"'='"	"4200.0"	"nM"	"5.38"	""	""	"UO_0000065"	"11.96"	"0.24"	"0.31"	"8.14"	"0"	"CHEMBL882134"	"Inhibition of human Thymidylate synthase (TS)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125390"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL46521"	""	"None"	"456.44"	"1"	"-0.61"	"table I"	"Nc1nc2c(c(=O)[nH]1)N1C=[N+](c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)CC1CN2"	"Inhibition"	"'='"	"0.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL816057"	"Percent inhibition was measured against Thymidylate synthase (calf thymus) enzyme"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1122152"	"1"	"Scientific Literature"	"J Med Chem"	"1982"	"None"	""	""	""
"CHEMBL3125097"	""	"None"	"1010.19"	"None"	"None"	"LR"	"CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CC(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O"	"Activity"	""	""	""	""	""	"Active"	""	""	""	""	""	"0"	"CHEMBL3130598"	"Inhibition of thymidylate synthase in human 2008 cells assessed as upregulation of thymidylate synthase mRNA level at 5 uM after 48 hrs by RT-PCR analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"2008"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3124918"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"CHEMBL3308015"	""	""	""
"CHEMBL464503"	""	"None"	"387.44"	"0"	"4.22"	"2c"	"COc1ccc(Nc2nc3cc(N)cc(N)c3nc2-c2ccccc2)cc1OC"	"Activity"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL969383"	"Inhibition of human thymidylate synthase at 10 uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149774"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL510652"	""	"None"	"616.59"	"2"	"4.86"	"17"	"CCOC(=O)CCC(NC(=O)c1ccc(Nc2nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3nc2-c2ccccc2)cc1)C(=O)OCC"	"Ki"	"'='"	"16000.0"	"nM"	"4.80"	""	""	"UO_0000065"	"7.78"	"0.15"	"-0.06"	"2.33"	"0"	"CHEMBL969381"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149774"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL463668"	""	"None"	"417.38"	"0"	"4.87"	"11"	"COc1ccc(Nc2nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3nc2-c2ccccc2)cc1"	"Ki"	"'='"	"700.0"	"nM"	"6.16"	""	""	"UO_0000065"	"14.75"	"0.27"	"1.28"	"4.62"	"0"	"CHEMBL969381"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149774"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL351403"	""	"None"	"283.36"	"0"	"3.50"	"8"	"Cc1nc(O)c2c(Sc3ccncc3)c(C)ccc2n1"	"Ki"	"'='"	"93.0"	"nM"	"7.03"	""	""	"UO_0000065"	"24.81"	"0.48"	"3.53"	"11.94"	"0"	"CHEMBL823517"	"Inhibition of human Thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126619"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL372371"	""	"None"	"385.67"	"0"	"4.12"	"18"	"Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(Br)c(Cl)c1"	"IC50"	"'='"	"220.0"	"nM"	"6.66"	""	""	"UO_0000065"	"17.26"	"0.43"	"2.54"	"7.58"	"0"	"CHEMBL827998"	"Inhibitory concentration against human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144372"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""	""
"CHEMBL301844"	""	"None"	"428.51"	"0"	"4.87"	"30"	"CN(Cc1ccc(S(=O)(=O)c2ccccc2)cc1)c1ccc2c3c(cccc13)C(=O)N2"	"Kis"	"'='"	"0.83"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809247"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL476745"	""	"None"	"359.46"	"0"	"3.24"	"16"	"CCCc1c(Sc2ccc(OC)c(OC)c2)[nH]c2nc(N)nc(N)c12"	"Inhibition"	"'='"	"0.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL982945"	"Inhibition of human thymidylate synthase at >11 uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155823"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL389051"	""	"None"	"477.48"	"0"	"1.19"	"PDDF"	"C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	"IC50"	"'='"	"72.0"	"nM"	"7.14"	""	""	"UO_0000065"	"14.96"	"0.28"	"5.95"	"4.00"	"0"	"CHEMBL916821"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149301"	"1"	"Scientific Literature"	"J Med Chem"	"2004"	"None"	""	""	""
"CHEMBL169726"	""	"None"	"432.55"	"0"	"4.39"	"4i"	"CNc1nc2cc3c(cc2[nH]1)N(Cc1ccc(S(=O)(=O)c2ccccc2)cc1)CCC3"	"Kii"	"'='"	"2.9"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL817304"	"Inhibition of human Thymidylate synthase (TS)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125390"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL3144391"	""	"None"	"418.36"	"0"	"-0.59"	"10"	"CC(=O)OC[C@H]1O[C@@H](n2cc(C3=CC(=O)C=CC3=O)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O"	"k_obs"	"'='"	"0.00334"	"s-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL810883"	"The observed rate constant with methyl mercaptoacetate in Acetonitrile and buffered aqueous acetonitrile solution at 1.6 x 10e-4 M concentration of 0.0026 M"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1123535"	"1"	"Scientific Literature"	"J Med Chem"	"1986"	"None"	""	""	""
"CHEMBL348858"	""	"None"	"486.55"	"0"	"4.88"	"41"	"Cc1ccc2c3c(ccc(N(C)Cc4ccc(S(=O)(=O)c5ccc([N+](=O)[O-])cc5)cc4)c13)N=C2N"	"Kii"	"'='"	"0.064"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809246"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL422395"	""	"None"	"477.48"	"0"	"1.19"	"8"	"C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1"	"Ki"	"'='"	"4.5"	"nM"	"8.35"	""	""	"UO_0000065"	"17.48"	"0.33"	"7.16"	"4.67"	"0"	"CHEMBL811590"	"Binding affinity against human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125818"	"1"	"Scientific Literature"	"J Med Chem"	"1991"	"None"	""	""	""
"CHEMBL34259"	"METHOTREXATE"	"4.0"	"454.45"	"0"	"0.27"	"METHOTREXATE"	"CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	"Inhibition"	""	""	"%"	""	"Potential missing data"	"No data"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL818062"	"Inhibition of recombinant human thymidylate synthase (TS); ND means not determined"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1135938"	"1"	"Scientific Literature"	"J Med Chem"	"2002"	"None"	""	""	""
"CHEMBL113019"	""	"None"	"490.54"	"0"	"3.73"	"6b"	"COC(=O)[C@@H](NC(=O)c1ccc(Sc2c(C)ccc3nc(N)nc(O)c23)cc1)c1cccc(O)c1"	"Relative potency"	"'='"	"2.7"	""	""	""	""	""	""	""	""	""	"0"	"CHEMBL818064"	"Relative potency to inhibit Thymidylate synthase in human, expressed as the ratio of IC50 of reference compound to that of the compound"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1130681"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1998"	"None"	""	""	""
"CHEMBL275685"	""	"None"	"427.53"	"0"	"4.66"	"12"	"CN(Cc1ccc(S(=O)(=O)c2ccccc2)cc1)c1ccc2c3c(cccc13)C(N)=N2"	"Kii"	"'='"	"0.03"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"1"	"CHEMBL809246"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL161341"	""	"None"	"458.54"	"0"	"4.88"	"23"	"COc1ccc(S(=O)(=O)c2ccc(CN(C)c3ccc4c5c(cccc35)C(=O)N4)cc2)cc1"	"Kis"	"'='"	"0.27"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809247"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL161341"	""	"None"	"458.54"	"0"	"4.88"	"23"	"COc1ccc(S(=O)(=O)c2ccc(CN(C)c3ccc4c5c(cccc35)C(=O)N4)cc2)cc1"	"Kii"	"'='"	"0.18"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809246"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL202490"	""	"None"	"422.35"	"0"	"5.00"	"14"	"CCc1[nH]c2nc(N)nc(O)c2c1Sc1cc(C(F)(F)F)cc(C(F)(F)F)c1"	"Inhibition"	"'='"	"18.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL867006"	"Inhibition of recombinant human TS at >2.2*10-5 nM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149399"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""
"CHEMBL165453"	""	"None"	"326.38"	"0"	"3.80"	"14"	"Cc1nc(O)c2c(Sc3ccc(C(=O)O)cc3)c(C)ccc2n1"	"Ki"	"'='"	"65.0"	"nM"	"7.19"	""	""	"UO_0000065"	"22.02"	"0.43"	"3.39"	"8.63"	"0"	"CHEMBL823516"	"Inhibition of human Thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126619"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL162613"	""	"None"	"327.37"	"0"	"4.01"	"15"	"Cc1nc(O)c2c(Sc3ccc([N+](=O)[O-])cc3)c(C)ccc2n1"	"Ki"	"'='"	"56.0"	"nM"	"7.25"	""	""	"UO_0000065"	"22.15"	"0.43"	"3.24"	"8.13"	"0"	"CHEMBL823517"	"Inhibition of human Thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126619"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL162539"	""	"None"	"487.58"	"0"	"5.00"	"35"	"COc1ccc(S(=O)(=O)c2ccc(CN(C)c3ccc4c5c(ccc(C)c35)C(NO)=N4)cc2)cc1"	"Kis"	"'='"	"0.432"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809247"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL57310"	""	"None"	"273.32"	"0"	"2.10"	"1A"	"Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccncc1"	"IC50"	"'='"	"340.0"	"nM"	"6.47"	""	""	"UO_0000065"	"23.67"	"0.46"	"4.37"	"6.42"	"1"	"CHEMBL809257"	"Compound was evaluated for the inhibition at a given concentration against recombinant human Thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1132250"	"1"	"Scientific Literature"	"J Med Chem"	"1999"	"None"	""	""	""
